rollout,policy,followup_cost_units,n_efficacy_followups,n_safety_followups,n_advanced,downstream_cost_units,posterior_expected_portfolio_value,realised_portfolio_value,oracle_portfolio_value,oracle_regret,advanced_technical_success_rate,oracle_n_advanced
261,uncertainty,24,0,12,6,127,201.7324999930057,155.69207049032832,428.39713734072654,272.7050668503982,0.6666666666666666,6
261,portfolio_voi,24,3,6,6,127,213.14840616713994,181.87890272139543,428.39713734072654,246.5182346193311,0.6666666666666666,6
262,no_followup,0,0,0,6,130,256.0615955800058,187.039644585466,415.19669837305366,228.15705378758767,0.5,6
262,uniform,24,4,4,6,130,256.0615955800058,187.039644585466,415.19669837305366,228.15705378758767,0.5,6
262,uncertainty,24,0,12,6,123,273.56036819196066,368.556393857167,415.19669837305366,46.64030451588667,0.8333333333333334,6
262,portfolio_voi,24,1,10,6,121,307.73742072921857,370.556393857167,415.19669837305366,44.64030451588667,0.8333333333333334,6
263,no_followup,0,0,0,4,107,165.63288609765632,90.03316142894073,358.3277601378438,268.2945987089031,0.5,6
263,uniform,24,4,4,5,128,197.53860989072118,152.4395341559873,358.3277601378438,205.88822598185652,0.6,6
263,uncertainty,24,0,12,4,113,193.69775648734696,154.08486393727492,358.3277601378438,204.2428962005689,0.75,6
263,portfolio_voi,24,0,12,4,113,202.47642730495477,154.08486393727492,358.3277601378438,204.2428962005689,0.75,6
264,no_followup,0,0,0,5,121,156.50556284256564,106.20551052315056,370.76370912774723,264.55819860459667,0.6,6
264,uniform,24,4,4,5,121,172.67909322227388,106.20551052315056,370.76370912774723,264.55819860459667,0.6,6
264,uncertainty,24,0,12,5,124,177.52587018628742,49.80473269983973,370.76370912774723,320.9589764279075,0.4,6
264,portfolio_voi,24,2,8,5,126,202.42390018138565,188.25503914945284,370.76370912774723,182.5086699782944,0.8,6
265,no_followup,0,0,0,6,127,153.7431313409471,291.82383579585553,425.9196432607133,134.09580746485778,0.8333333333333334,6
265,uniform,24,4,4,6,128,150.51402748940845,261.50822460581156,425.9196432607133,164.41141865490175,0.8333333333333334,6
265,uncertainty,24,0,12,6,123,229.19876478428313,295.7168628489106,425.9196432607133,130.20278041180273,0.8333333333333334,6
265,portfolio_voi,24,1,10,6,125,276.5834666616701,302.50806716004126,425.9196432607133,123.41157610067205,0.8333333333333334,6
266,no_followup,0,0,0,6,130,248.39824175086994,353.0731390818843,434.6722352102761,81.5990961283918,0.8333333333333334,6
266,uniform,24,4,4,5,127,297.2309106939436,378.61829695667006,434.6722352102761,56.05393825360602,1.0,6
266,uncertainty,24,0,12,5,129,302.3899795368392,368.578121102885,434.6722352102761,66.09411410739108,1.0,6
266,portfolio_voi,24,2,8,5,127,347.5091139342476,378.61829695667006,434.6722352102761,56.05393825360602,1.0,6
267,no_followup,0,0,0,6,127,177.24581917722242,192.73374666772943,366.39217596386527,173.65842929613584,0.6666666666666666,6
267,uniform,24,4,4,6,127,177.24581917722242,192.73374666772943,366.39217596386527,173.65842929613584,0.6666666666666666,6
267,uncertainty,24,0,12,6,127,181.73335072627071,192.73374666772943,366.39217596386527,173.65842929613584,0.6666666666666666,6
267,portfolio_voi,24,3,6,6,128,230.30085726141377,272.18001504069923,366.39217596386527,94.21216092316604,0.8333333333333334,6
268,no_followup,0,0,0,6,125,233.73537159391367,317.4819274582949,425.83529166853555,108.35336421024067,0.8333333333333334,6
268,uniform,24,4,4,6,125,239.9947232524946,317.4819274582949,425.83529166853555,108.35336421024067,0.8333333333333334,6
268,uncertainty,24,0,12,6,125,265.43979772447733,317.4819274582949,425.83529166853555,108.35336421024067,0.8333333333333334,6
268,portfolio_voi,24,3,6,6,130,282.06149105566305,312.4819274582949,425.83529166853555,113.35336421024067,0.8333333333333334,6
269,no_followup,0,0,0,6,128,242.71715750112776,324.6940415508351,358.30024478790193,33.606203237066836,0.8333333333333334,5
269,uniform,24,4,4,6,128,284.042241129719,324.6940415508351,358.30024478790193,33.606203237066836,0.8333333333333334,5
269,uncertainty,24,2,8,6,128,284.042241129719,324.6940415508351,358.30024478790193,33.606203237066836,0.8333333333333334,5
269,portfolio_voi,24,3,6,5,111,292.7935931046905,358.30024478790193,358.30024478790193,0.0,1.0,5
270,no_followup,0,0,0,6,125,211.22968127260762,387.4916624887022,425.9757860475207,38.48412355881851,1.0,6
270,uniform,24,4,4,6,125,211.22968127260762,387.4916624887022,425.9757860475207,38.48412355881851,1.0,6
270,uncertainty,24,0,12,6,129,239.45067628620018,375.9145504001377,425.9757860475207,50.061235647383,1.0,6
270,portfolio_voi,24,3,6,6,128,295.8617428673266,381.99195103355544,425.9757860475207,43.98383501396529,1.0,6
271,no_followup,0,0,0,5,129,216.91352435900777,278.9927172025265,390.5928263828673,111.60010918034084,0.8,5
271,uniform,24,4,4,5,129,217.8597042537447,278.9927172025265,390.5928263828673,111.60010918034084,0.8,5
271,uncertainty,24,0,12,5,130,208.9810438858168,360.2275713192247,390.5928263828673,30.36525506364262,1.0,5
271,portfolio_voi,24,1,10,5,121,235.10270521653158,377.4575926882021,390.5928263828673,13.135233694665203,1.0,5
272,no_followup,0,0,0,5,121,183.63029076874602,38.01099126499223,395.8944215646844,357.8834302996922,0.4,6
272,uniform,24,4,4,5,121,184.65941938101585,38.01099126499223,395.8944215646844,357.8834302996922,0.4,6
272,uncertainty,24,1,10,5,121,194.31200348486385,233.69183491441902,395.8944215646844,162.2025866502654,0.8,6
272,portfolio_voi,24,2,8,5,128,235.03921362850033,71.38497206619354,395.8944215646844,324.5094494984909,0.4,6
273,no_followup,0,0,0,5,121,205.1372711154553,163.83804832009855,403.65597727527165,239.8179289551731,0.6,6
273,uniform,24,4,4,6,130,229.97763592728785,233.11821206617938,403.65597727527165,170.53776520909227,0.6666666666666666,6
273,uncertainty,24,0,12,6,130,221.70049533363795,233.11821206617938,403.65597727527165,170.53776520909227,0.6666666666666666,6
273,portfolio_voi,24,0,12,5,119,221.04272891739086,176.6765551751765,403.65597727527165,226.97942210009515,0.6,6
274,no_followup,0,0,0,6,119,284.5427704673629,186.73402703781375,455.61414604298096,268.8801190051672,0.5,6
274,uniform,24,4,4,6,126,304.9519824330608,157.83535984346548,455.61414604298096,297.7787861995155,0.5,6
274,uncertainty,24,0,12,6,130,343.3623311843138,258.4599889130162,455.61414604298096,197.15415712996474,0.6666666666666666,6
274,portfolio_voi,24,3,6,6,128,351.7597014095816,364.4945211528144,455.61414604298096,91.11962489016656,0.8333333333333334,6
275,no_followup,0,0,0,6,129,254.15397111014954,377.60108714761856,466.56139034561363,88.96030319799507,1.0,6
275,uniform,24,4,4,6,126,266.39903621980443,307.78798056220046,466.56139034561363,158.77340978341317,0.8333333333333334,6
275,uncertainty,24,0,12,6,121,326.0032675300082,381.97122579591155,466.56139034561363,84.59016454970208,1.0,6
275,portfolio_voi,24,2,8,6,118,333.4056022757127,423.4799125731071,466.56139034561363,43.08147777250656,1.0,6
276,no_followup,0,0,0,6,119,225.27486280890906,290.55953306117885,482.65715956095664,192.0976264997778,0.8333333333333334,6
276,uniform,24,4,4,6,119,255.25432835883112,290.55953306117885,482.65715956095664,192.0976264997778,0.8333333333333334,6
276,uncertainty,24,1,10,6,122,287.9862389896617,327.06441676092584,482.65715956095664,155.5927428000308,0.8333333333333334,6
276,portfolio_voi,24,3,6,6,123,333.2040429439927,395.56624715385885,482.65715956095664,87.09091240709779,1.0,6
277,no_followup,0,0,0,4,94,141.53045504773587,70.07149995753042,315.42837977736974,245.35687981983932,0.5,5
277,uniform,24,4,4,4,94,149.794562567382,70.07149995753042,315.42837977736974,245.35687981983932,0.5,5
277,uncertainty,24,1,10,5,123,176.76250386381258,187.37875872926438,315.42837977736974,128.04962104810537,0.8,5
277,portfolio_voi,24,2,8,5,125,167.691002864894,221.27374284384348,315.42837977736974,94.15463693352626,0.8,5
278,no_followup,0,0,0,6,127,138.79329162760285,352.21285419720704,433.73919560458467,81.52634140737763,1.0,6
278,uniform,24,4,4,5,125,203.12506103628186,260.22418811631553,433.73919560458467,173.51500748826913,1.0,6
278,uncertainty,24,0,12,5,126,239.26124675113414,305.1250445409857,433.73919560458467,128.61415106359897,1.0,6
278,portfolio_voi,24,3,6,6,128,315.8053817264084,375.763623884647,433.73919560458467,57.97557171993765,1.0,6
279,no_followup,0,0,0,6,130,258.2929871234782,198.6729670668312,356.0140506974018,157.34108363057058,0.6666666666666666,6
279,uniform,24,4,4,6,130,258.2929871234782,198.6729670668312,356.0140506974018,157.34108363057058,0.6666666666666666,6
279,uncertainty,24,0,12,6,125,257.19982479468877,275.15022885651865,356.0140506974018,80.86382184088313,0.8333333333333334,6
279,portfolio_voi,24,3,6,6,125,320.5435263622267,275.15022885651865,356.0140506974018,80.86382184088313,0.8333333333333334,6
280,no_followup,0,0,0,6,109,275.54254124686076,418.03769025065424,490.6517751792959,72.61408492864166,1.0,6
280,uniform,24,4,4,6,119,282.5586930475272,399.49283974410315,490.6517751792959,91.15893543519275,1.0,6
280,uncertainty,24,0,12,6,109,321.33952456332855,418.03769025065424,490.6517751792959,72.61408492864166,1.0,6
280,portfolio_voi,24,0,12,6,115,376.7307772494223,445.5838270351886,490.6517751792959,45.06794814410728,1.0,6
281,no_followup,0,0,0,5,118,232.48419935673112,133.1022141126528,281.75271246484914,148.65049835219634,0.6,5
281,uniform,24,4,4,5,118,232.48419935673112,133.1022141126528,281.75271246484914,148.65049835219634,0.6,5
281,uncertainty,24,0,12,5,121,232.54741436954131,142.45489309739568,281.75271246484914,139.29781936745346,0.6,5
281,portfolio_voi,24,1,10,5,127,278.72584655835703,141.13401778612004,281.75271246484914,140.6186946787291,0.6,5
282,no_followup,0,0,0,6,121,201.06875275351666,445.3795373012751,492.75411386669487,47.37457656541977,1.0,6
282,uniform,24,4,4,6,121,209.32860919547028,445.3795373012751,492.75411386669487,47.37457656541977,1.0,6
282,uncertainty,24,0,12,6,121,318.47726986652873,445.3795373012751,492.75411386669487,47.37457656541977,1.0,6
282,portfolio_voi,24,0,12,6,121,335.3183666808402,388.5685714799746,492.75411386669487,104.18554238672027,0.8333333333333334,6
283,no_followup,0,0,0,6,119,200.11193484686174,48.743323301029875,377.3014703427118,328.55814704168193,0.3333333333333333,6
283,uniform,24,4,4,6,130,229.60978872598957,97.97569695057528,377.3014703427118,279.3257733921365,0.5,6
283,uncertainty,24,2,8,6,125,253.830855170946,140.75149860763966,377.3014703427118,236.54997173507215,0.5,6
283,portfolio_voi,24,3,6,6,126,244.39989098260685,139.75149860763966,377.3014703427118,237.54997173507215,0.5,6
284,no_followup,0,0,0,5,127,133.4902646502424,193.44631072835895,355.99828958114244,162.5519788527835,0.8,6
284,uniform,24,4,4,6,130,155.6015016652422,260.79919982027917,355.99828958114244,95.19908976086327,0.8333333333333334,6
284,uncertainty,24,0,12,6,129,212.17511663056078,332.3072109671738,355.99828958114244,23.69107861396867,1.0,6
284,portfolio_voi,24,2,8,6,129,241.48317055694537,332.3072109671738,355.99828958114244,23.69107861396867,1.0,6
285,no_followup,0,0,0,6,130,178.34296074784967,193.883573966183,359.7650748844284,165.88150091824537,0.6666666666666666,5
285,uniform,24,4,4,6,130,214.6545769719354,193.883573966183,359.7650748844284,165.88150091824537,0.6666666666666666,5
285,uncertainty,24,1,10,6,130,196.79883295928158,193.883573966183,359.7650748844284,165.88150091824537,0.6666666666666666,5
285,portfolio_voi,24,4,4,6,120,287.0718972432412,203.883573966183,359.7650748844284,155.88150091824537,0.6666666666666666,5
286,no_followup,0,0,0,6,128,166.2300325077982,291.866270722652,390.4620819538922,98.59581123124019,0.8333333333333334,6
286,uniform,24,4,4,6,130,190.99251157137365,237.92802544217483,390.4620819538922,152.53405651171738,0.6666666666666666,6
286,uncertainty,24,0,12,6,128,248.90125309608595,327.8182913793799,390.4620819538922,62.64379057451231,0.8333333333333334,6
286,portfolio_voi,24,2,8,6,130,274.8764821150723,312.69153392160064,390.4620819538922,77.77054803229157,0.8333333333333334,6
287,no_followup,0,0,0,6,129,244.17158050043764,364.966196078676,482.3121597515316,117.34596367285565,0.8333333333333334,6
287,uniform,24,4,4,6,129,244.17158050043764,364.966196078676,482.3121597515316,117.34596367285565,0.8333333333333334,6
287,uncertainty,24,0,12,6,127,332.66332878999424,371.4206657328113,482.3121597515316,110.89149401872032,0.8333333333333334,6
287,portfolio_voi,24,2,8,6,121,315.9329996446496,360.92557251457134,482.3121597515316,121.38658723696028,0.8333333333333334,6
288,no_followup,0,0,0,6,127,198.63532848750512,265.32741856637983,467.55699636043545,202.22957779405561,0.6666666666666666,6
288,uniform,24,4,4,6,127,214.48620690853159,265.32741856637983,467.55699636043545,202.22957779405561,0.6666666666666666,6
288,uncertainty,24,0,12,6,130,244.16324992937854,253.43889325695642,467.55699636043545,214.11810310347903,0.6666666666666666,6
288,portfolio_voi,24,0,12,6,130,258.5317649681736,253.43889325695642,467.55699636043545,214.11810310347903,0.6666666666666666,6
289,no_followup,0,0,0,6,129,225.18810778034316,286.7952419412497,369.70788391632504,82.91264197507536,0.8333333333333334,6
289,uniform,24,4,4,6,125,223.30338085249798,297.3480774510082,369.70788391632504,72.35980646531686,0.8333333333333334,6
289,uncertainty,24,1,10,6,130,267.2301402003047,364.56014946622054,369.70788391632504,5.147734450104508,1.0,6
289,portfolio_voi,24,1,10,5,116,222.35208086751277,272.01917308121773,369.70788391632504,97.68871083510732,1.0,6
290,no_followup,0,0,0,6,129,195.4775491022218,350.15146942257616,483.30244223343436,133.1509728108582,0.8333333333333334,6
290,uniform,24,4,4,6,129,200.38535651218925,350.15146942257616,483.30244223343436,133.1509728108582,0.8333333333333334,6
290,uncertainty,24,1,10,6,128,207.63357621137536,385.4083372876049,483.30244223343436,97.89410494582944,1.0,6
290,portfolio_voi,24,2,8,6,124,245.5986932135585,409.2106269684242,483.30244223343436,74.09181526501015,1.0,6
291,no_followup,0,0,0,5,129,235.30183190307082,320.01640956607696,371.4547040121797,51.43829444610276,1.0,6
291,uniform,24,4,4,5,129,245.75254882519536,320.01640956607696,371.4547040121797,51.43829444610276,1.0,6
291,uncertainty,24,1,10,5,126,256.5978520416061,326.45711748873873,371.4547040121797,44.99758652344099,1.0,6
291,portfolio_voi,24,2,8,6,128,310.1099525289842,311.5224334643067,371.4547040121797,59.93227054787303,0.8333333333333334,6
292,no_followup,0,0,0,6,119,257.1902996232527,455.0131854498899,455.0131854498899,0.0,1.0,6
292,uniform,24,4,4,6,119,274.90968591441,455.0131854498899,455.0131854498899,0.0,1.0,6
292,uncertainty,24,1,10,6,119,313.0227568324076,455.0131854498899,455.0131854498899,0.0,1.0,6
292,portfolio_voi,24,3,6,6,119,360.0347984099473,455.0131854498899,455.0131854498899,0.0,1.0,6
293,no_followup,0,0,0,5,121,128.3609662734183,45.816075580306105,427.51961932771536,381.70354374740924,0.4,6
293,uniform,24,4,4,6,130,142.913074216782,227.69099476234186,427.51961932771536,199.8286245653735,0.6666666666666666,6
293,uncertainty,24,0,12,6,129,207.5536307233724,192.60239942054747,427.51961932771536,234.9172199071679,0.6666666666666666,6
293,portfolio_voi,24,2,8,6,122,243.71511000304352,382.93276811568285,427.51961932771536,44.586851212032514,1.0,6
294,no_followup,0,0,0,5,119,129.00085575898459,-27.939328834910754,334.3840372779651,362.3233661128759,0.2,5
294,uniform,24,4,4,5,128,121.96079724406731,52.22522507704653,334.3840372779651,282.15881220091853,0.4,5
294,uncertainty,24,0,12,5,128,145.60690853329095,45.297724967625044,334.3840372779651,289.0863123103401,0.4,5
294,portfolio_voi,24,1,10,5,124,211.52669155376498,172.3593131255816,334.3840372779651,162.0247241523835,0.6,5
295,no_followup,0,0,0,5,130,185.52263589499145,191.11701012044097,264.16591079883005,73.04890067838909,0.8,5
295,uniform,24,4,4,5,127,194.6016986171499,146.82401324896216,264.16591079883005,117.3418975498679,0.6,5
295,uncertainty,24,1,10,5,130,199.36514540304742,97.66903197681,264.16591079883005,166.49687882202005,0.6,5
295,portfolio_voi,24,4,4,4,120,195.12071607075325,153.82401324896216,264.16591079883005,110.3418975498679,0.75,5
296,no_followup,0,0,0,6,129,130.01295979011104,93.4679121609151,265.413797316982,171.94588515606694,0.5,5
296,uniform,24,4,4,6,130,121.18235153800167,92.4679121609151,265.413797316982,172.94588515606694,0.5,5
296,uncertainty,24,0,12,6,125,154.4180728406327,145.8786238193947,265.413797316982,119.53517349758732,0.6666666666666666,5
296,portfolio_voi,24,2,8,6,130,174.63465733938722,92.4679121609151,265.413797316982,172.94588515606694,0.5,5
297,no_followup,0,0,0,5,122,173.93729968796845,80.7116555571609,368.37483003016314,287.66317447300224,0.4,5
297,uniform,24,4,4,5,125,240.236779863754,179.03631241015546,368.37483003016314,189.33851762000768,0.6,5
297,uncertainty,24,0,12,5,125,256.669291038652,272.9391190942175,368.37483003016314,95.43571093594562,0.8,5
297,portfolio_voi,24,1,10,5,127,294.6289133381827,270.9391190942175,368.37483003016314,97.43571093594562,0.8,5
298,no_followup,0,0,0,5,122,103.13718923976562,-122.0,304.6703506867967,426.6703506867967,0.0,5
298,uniform,24,4,4,6,129,100.00512985509387,11.521677214496151,304.6703506867967,293.1486734723006,0.3333333333333333,5
298,uncertainty,24,0,12,5,129,108.36056216055873,7.14587776536429,304.6703506867967,297.52447292143245,0.4,5
298,portfolio_voi,24,2,8,5,108,200.0824000365722,-18.50854754095188,304.6703506867967,323.1788982277486,0.2,5
299,no_followup,0,0,0,5,126,190.3584312580956,213.97132495650513,326.08449093054276,112.11316597403763,0.8,6
299,uniform,24,4,4,5,127,161.38245581108828,267.4415759305638,326.08449093054276,58.642914999978984,1.0,6
299,uncertainty,24,3,6,5,119,236.14909607014005,211.01948677719898,326.08449093054276,115.06500415334378,0.8,6
299,portfolio_voi,24,4,4,6,128,262.5677435661868,280.3300685039536,326.08449093054276,45.754422426589144,0.8333333333333334,6
300,no_followup,0,0,0,5,121,163.67412142145554,244.2535392669472,456.0684067050663,211.8148674381191,0.8,6
300,uniform,24,4,4,5,123,174.38674286072415,249.6265021245198,456.0684067050663,206.44190458054652,0.8,6
300,uncertainty,24,1,10,5,126,210.52290070921615,307.6376738495541,456.0684067050663,148.4307328555122,1.0,6
300,portfolio_voi,24,3,6,5,124,207.85883026088177,286.3549078399949,456.0684067050663,169.71349886507141,1.0,6
301,no_followup,0,0,0,6,130,170.3550973254891,392.20043634716774,400.13395528268995,7.9335189355222155,1.0,6
301,uniform,24,4,4,6,130,170.3550973254891,392.20043634716774,400.13395528268995,7.9335189355222155,1.0,6
301,uncertainty,24,0,12,6,130,262.6475413550679,364.06784690437655,400.13395528268995,36.0661083783134,1.0,6
301,portfolio_voi,24,1,10,6,121,256.3383872533155,392.1171217415214,400.13395528268995,8.01683354116858,1.0,6
302,no_followup,0,0,0,5,122,171.71524995425457,150.97504357932812,407.2080896463681,256.23304606703994,0.6,6
302,uniform,24,4,4,5,122,187.52970565616,138.89131940560605,407.2080896463681,268.316770240762,0.6,6
302,uncertainty,24,0,12,5,128,249.22055400677922,252.5976471647814,407.2080896463681,154.6104424815867,0.8,6
302,portfolio_voi,24,3,6,5,122,267.4781856462972,304.0733196139712,407.2080896463681,103.13477003239689,1.0,6
303,no_followup,0,0,0,6,124,190.74294918752372,400.49894986047656,437.4083865191097,36.909436658633126,1.0,6
303,uniform,24,4,4,6,124,190.74294918752372,400.49894986047656,437.4083865191097,36.909436658633126,1.0,6
303,uncertainty,24,0,12,6,124,254.08030718172608,400.49894986047656,437.4083865191097,36.909436658633126,1.0,6
303,portfolio_voi,24,4,4,6,124,319.1682451760104,400.49894986047656,437.4083865191097,36.909436658633126,1.0,6
304,no_followup,0,0,0,5,121,263.4916625691173,272.6865024043215,364.3834328813381,91.69693047701656,0.8,5
304,uniform,24,4,4,5,124,272.02415110703265,265.69819721972556,364.3834328813381,98.68523566161252,0.8,5
304,uncertainty,24,1,10,5,125,270.965471527345,269.60905617014646,364.3834328813381,94.77437671119162,0.8,5
304,portfolio_voi,24,2,8,5,126,325.7918822313431,351.20573212540745,364.3834328813381,13.17770075593063,1.0,5
305,no_followup,0,0,0,6,127,153.4432057360636,263.6374195115323,386.341744164215,122.70432465268271,0.8333333333333334,6
305,uniform,24,4,4,6,128,167.21115624471378,271.9066444368291,386.341744164215,114.43509972738593,0.8333333333333334,6
305,uncertainty,24,0,12,6,129,184.68954339538686,359.7749526837703,386.341744164215,26.566791480444692,1.0,6
305,portfolio_voi,24,1,10,6,128,241.94085828201588,323.4096851386924,386.341744164215,62.93205902552262,0.8333333333333334,6
306,no_followup,0,0,0,6,121,252.72475814718513,201.30305279357967,467.3556695830399,266.0526167894602,0.5,6
306,uniform,24,4,4,5,127,281.6262578556488,396.5713799025722,467.3556695830399,70.78428968046774,1.0,6
306,uncertainty,24,0,12,6,130,351.66626297300934,467.3556695830399,467.3556695830399,0.0,1.0,6
306,portfolio_voi,24,1,10,6,130,416.91444839038496,374.1737429660169,467.3556695830399,93.18192661702301,0.8333333333333334,6
307,no_followup,0,0,0,6,120,155.71119738213017,257.431453971616,430.72501472656234,173.29356075494633,0.6666666666666666,6
307,uniform,24,4,4,6,112,197.2691482205711,340.97653397070314,430.72501472656234,89.74848075585919,0.8333333333333334,6
307,uncertainty,24,0,12,6,119,290.16716023627964,403.3662013076831,430.72501472656234,27.35881341887921,1.0,6
307,portfolio_voi,24,1,10,6,111,317.19025432752494,423.65658763898796,430.72501472656234,7.068427087574378,1.0,6
308,no_followup,0,0,0,6,130,231.72215023991242,167.88918416278602,391.983039683055,224.09385552026896,0.6666666666666666,6
308,uniform,24,4,4,6,130,231.72215023991242,167.88918416278602,391.983039683055,224.09385552026896,0.6666666666666666,6
308,uncertainty,24,0,12,6,130,263.3963129795957,214.0587713271004,391.983039683055,177.92426835595458,0.6666666666666666,6
308,portfolio_voi,24,0,12,6,128,272.4697454954875,290.6162219159917,391.983039683055,101.36681776706331,0.8333333333333334,6
309,no_followup,0,0,0,6,128,220.36699880352245,317.6376995730978,457.36309358853737,139.72539401543958,0.8333333333333334,6
309,uniform,24,4,4,6,128,237.05853938958708,317.6376995730978,457.36309358853737,139.72539401543958,0.8333333333333334,6
309,uncertainty,24,0,12,6,128,272.5260917524613,225.45781874075257,457.36309358853737,231.9052748477848,0.6666666666666666,6
309,portfolio_voi,24,4,4,6,122,350.83473428931154,355.3102962711995,457.36309358853737,102.05279731733788,0.8333333333333334,6
310,no_followup,0,0,0,5,128,217.7673564586287,239.97619852536974,441.0026991972247,201.02650067185493,0.8,6
310,uniform,24,4,4,5,128,217.7673564586287,239.97619852536974,441.0026991972247,201.02650067185493,0.8,6
310,uncertainty,24,0,12,5,125,275.96953993221587,239.77488005800956,441.0026991972247,201.22781913921511,0.8,6
310,portfolio_voi,24,2,8,6,125,331.5812936590958,248.2404372168681,441.0026991972247,192.76226198035658,0.6666666666666666,6
311,no_followup,0,0,0,5,127,211.29547708218178,211.91663941051553,342.86448670262223,130.9478472921067,0.8,6
311,uniform,24,4,4,5,123,225.2983447759866,144.52739265579615,342.86448670262223,198.33709404682608,0.6,6
311,uncertainty,24,0,12,5,123,272.20424316451505,144.52739265579615,342.86448670262223,198.33709404682608,0.6,6
311,portfolio_voi,24,3,6,5,127,283.88148894287815,211.91663941051553,342.86448670262223,130.9478472921067,0.8,6
312,no_followup,0,0,0,5,120,173.07892436235943,150.03299149566723,382.18352289056196,232.15053139489473,0.6,6
312,uniform,24,4,4,6,128,175.88555871584398,298.5359964700565,382.18352289056196,83.64752642050547,0.8333333333333334,6
312,uncertainty,24,1,10,6,124,260.89440246477477,325.0624209394818,382.18352289056196,57.12110195108016,0.8333333333333334,6
312,portfolio_voi,24,3,6,6,128,242.10456756597202,298.5359964700565,382.18352289056196,83.64752642050547,0.8333333333333334,6
313,no_followup,0,0,0,6,130,151.48182892505574,149.69331843129706,403.2144071579944,253.52108872669734,0.6666666666666666,6
313,uniform,24,4,4,6,130,155.6049312887999,149.69331843129706,403.2144071579944,253.52108872669734,0.6666666666666666,6
313,uncertainty,24,0,12,6,123,262.36800639493197,171.9173893937053,403.2144071579944,231.2970177642891,0.6666666666666666,6
313,portfolio_voi,24,2,8,6,116,282.06286946446744,276.3191265984584,403.2144071579944,126.89528055953599,0.8333333333333334,6
314,no_followup,0,0,0,6,128,200.57225953986057,231.60259025360835,419.37722861476794,187.7746383611596,0.6666666666666666,6
314,uniform,24,4,4,6,128,204.98408327613106,231.60259025360835,419.37722861476794,187.7746383611596,0.6666666666666666,6
314,uncertainty,24,0,12,5,114,249.70548972364833,285.08031676761976,419.37722861476794,134.29691184714818,0.8,6
314,portfolio_voi,24,2,8,6,129,313.67424806789506,323.22827216315545,419.37722861476794,96.14895645161249,0.8333333333333334,6
315,no_followup,0,0,0,6,127,157.65118364155302,155.04001899354407,392.77238904448745,237.7323700509434,0.5,6
315,uniform,24,4,4,5,127,155.7629758004612,241.27831925907697,392.77238904448745,151.4940697854105,0.8,6
315,uncertainty,24,0,12,5,127,168.70709880294882,244.46807316910633,392.77238904448745,148.30431587538112,0.8,6
315,portfolio_voi,24,1,10,5,116,179.75047983279333,356.4402040956272,392.77238904448745,36.33218494886023,1.0,6
316,no_followup,0,0,0,5,116,175.4209827905815,268.53130227844247,375.37578265224516,106.8444803738027,0.8,6
316,uniform,24,4,4,5,115,184.08757523549872,335.74008807853016,375.37578265224516,39.635694573715,1.0,6
316,uncertainty,24,0,12,5,121,266.73518821290253,330.0107145025543,375.37578265224516,45.36506814969084,1.0,6
316,portfolio_voi,24,2,8,5,124,319.14188144336225,347.69402438578163,375.37578265224516,27.681758266463532,1.0,6
317,no_followup,0,0,0,5,124,204.05942931417576,220.6436398044391,431.29506864802437,210.65142884358528,0.8,6
317,uniform,24,4,4,5,124,227.19716863003305,220.6436398044391,431.29506864802437,210.65142884358528,0.8,6
317,uncertainty,24,0,12,5,120,280.682762074793,308.25677627565926,431.29506864802437,123.0382923723651,1.0,6
317,portfolio_voi,24,1,10,5,120,268.4892812167453,308.25677627565926,431.29506864802437,123.0382923723651,1.0,6
318,no_followup,0,0,0,6,109,233.8823341766137,108.68242626489423,351.25679267965614,242.57436641476193,0.5,6
318,uniform,24,4,4,6,115,261.87329179114596,102.68242626489423,351.25679267965614,248.57436641476193,0.5,6
318,uncertainty,24,1,10,6,117,279.296372423701,168.06213542688045,351.25679267965614,183.1946572527757,0.6666666666666666,6
318,portfolio_voi,24,1,10,6,111,268.1382076302194,256.52105808003006,351.25679267965614,94.73573459962608,0.8333333333333334,6
319,no_followup,0,0,0,5,122,175.12939712058642,217.07861384050196,299.68348886626256,82.6048750257606,0.8,5
319,uniform,24,4,4,5,123,185.0270225585997,139.04327143951298,299.68348886626256,160.6402174267496,0.6,5
319,uncertainty,24,1,10,5,121,197.07109287149348,210.1420795994102,299.68348886626256,89.54140926685236,0.8,5
319,portfolio_voi,24,3,6,6,129,202.43796727193688,133.04327143951298,299.68348886626256,166.6402174267496,0.5,5
320,no_followup,0,0,0,5,124,165.84481492810826,299.0128898020649,382.16798720887755,83.15509740681267,1.0,6
320,uniform,24,4,4,5,127,174.38025656548513,275.19810223311305,382.16798720887755,106.9698849757645,1.0,6
320,uncertainty,24,1,10,5,124,188.94030489126126,299.0128898020649,382.16798720887755,83.15509740681267,1.0,6
320,portfolio_voi,24,3,6,5,115,249.12648171214155,319.4629258603593,382.16798720887755,62.70506134851826,1.0,6
321,no_followup,0,0,0,6,121,203.3188393061252,424.16739123567663,443.46061169881375,19.293220463137118,1.0,6
321,uniform,24,4,4,6,121,274.03419987140614,424.16739123567663,443.46061169881375,19.293220463137118,1.0,6
321,uncertainty,24,0,12,6,121,276.5847931650119,424.16739123567663,443.46061169881375,19.293220463137118,1.0,6
321,portfolio_voi,24,4,4,6,125,330.58312342787076,438.8794241258356,443.46061169881375,4.581187572978138,1.0,6
